transaction_id,customer_id,amount,hour,day_of_week,distance_from_home,merchant_category,is_fraud
TXN_00000150,3446,6761.743768554172,16,1,5.725561126903662,electronics,0
TXN_00000151,3744,1151.14384080867,7,1,36.29683304278354,restaurant,0
TXN_00000152,1496,5896.988913860682,1,3,2.8639978720884223,electronics,0
TXN_00000153,3305,2693.8500452147273,13,4,8.145812489032844,electronics,0
TXN_00000154,3764,1396.9716711063556,1,4,10.355798284032215,restaurant,0
TXN_00000155,1854,130.27005005565317,5,3,1.2970597204093135,restaurant,0
TXN_00000156,4660,3388.467118495929,15,5,5.643720661952316,fuel,0
TXN_00000157,1292,5592.2141192973195,10,0,0.11853832011311423,fuel,0
TXN_00000158,3582,2182.519195364811,2,4,0.5541223511419765,grocery,0
TXN_00000159,3458,1289.0231168565203,6,4,6.237384495299189,grocery,0
TXN_00000160,1637,1501.2685258299778,1,4,8.085496508169198,restaurant,0
TXN_00000161,3697,3078.0871873446604,1,6,15.128004832932547,restaurant,0
TXN_00000162,3000,552.4528248340979,16,3,7.1468085973364985,restaurant,0
TXN_00000163,3153,571.6587243502485,3,2,0.4638358011848888,grocery,0
TXN_00000164,699,1065.5795354122502,11,4,4.949874886884356,restaurant,0
TXN_00000165,2161,75.66973049448737,13,2,26.8068685142033,fuel,0
TXN_00000166,4098,2763.645188553466,5,5,10.875198985118349,electronics,0
TXN_00000167,4738,1486.604483700748,4,5,4.023188696261622,grocery,0
TXN_00000168,855,5604.08861790616,6,0,1.1391162391244434,grocery,0
TXN_00000169,3475,2603.4228087790616,0,2,1.9264544139309099,fuel,0
TXN_00000170,1708,3049.4988468450983,5,6,6.472820135890381,electronics,0
TXN_00000171,2778,2785.7849000882516,12,5,31.888592560778974,restaurant,0
TXN_00000172,1734,1352.8517064236178,4,2,4.231358275717488,restaurant,0
TXN_00000173,4932,6747.077843197756,16,1,1.5060517367416681,fuel,0
TXN_00000174,3511,6144.086902714069,13,0,15.11271228743057,restaurant,0
TXN_00000175,203,1646.9390357353489,22,1,4.389600631672588,electronics,0
TXN_00000176,3256,3777.8037085343135,4,4,3.2282601895030907,restaurant,0
TXN_00000177,4219,10516.417371591107,0,2,6.366476293032697,grocery,0
TXN_00000178,4497,1005.8117281795151,13,1,3.3929017278577915,grocery,0
TXN_00000179,767,2451.0963181648153,8,3,4.703187813010162,restaurant,0
TXN_00000180,4390,2107.3355835212337,1,0,12.889945309850958,fuel,0
TXN_00000181,2328,1945.5291825416182,0,6,4.698614508167838,fuel,0
TXN_00000182,2932,6762.298464192903,6,4,6.563695831561885,fuel,0
TXN_00000183,198,338.3995035569862,16,4,11.224719956233415,restaurant,0
TXN_00000184,1931,1816.1503535992827,15,0,12.948850504331626,grocery,0
TXN_00000185,3583,65.48653547593261,10,6,5.97534192149547,electronics,0
TXN_00000186,609,920.8014689790483,4,2,4.208432050642166,grocery,0
TXN_00000187,3273,2810.3249235000876,6,4,20.80321672918134,grocery,0
TXN_00000188,1148,3789.9717325320353,12,6,8.497135308008879,restaurant,0
TXN_00000189,4283,4814.8969696138265,2,0,27.896907949821493,grocery,0
TXN_00000190,3398,199.27138746798377,7,0,0.038832033754624,restaurant,0
TXN_00000191,2512,510.08503903582425,0,4,0.46917158357576,restaurant,0
TXN_00000192,1795,1283.330300682723,2,3,3.356806239346631,fuel,0
TXN_00000193,660,1200.0055317580602,15,2,0.5607251563072179,electronics,0
TXN_00000194,2812,732.3490818933484,7,0,0.5177392644362766,grocery,0
TXN_00000195,1370,6899.282710073852,3,0,1.4859696645062708,fuel,0
TXN_00000196,1987,1908.4913524514634,19,6,4.808399316717767,grocery,0
TXN_00000197,147,2675.22369018287,14,1,7.1160915832421034,grocery,0
TXN_00000198,3220,3462.321622532534,16,4,7.849358222023872,fuel,0
TXN_00000199,2912,1962.5207882971956,14,2,3.8892589508248188,restaurant,0
TXN_00000200,1735,4484.039190389637,4,4,3.3125322843020117,restaurant,0
TXN_00000201,1844,10472.857839379438,8,3,10.943712667122298,restaurant,0
TXN_00000202,489,1243.619256866837,2,6,1.1643591400999287,electronics,0
TXN_00000203,2977,2579.8454528829,9,4,20.629444286170155,electronics,0
TXN_00000204,1960,953.1359204040696,18,4,13.367995134450855,restaurant,0
TXN_00000205,2386,178.74645828247674,21,6,1.5675540151624023,grocery,0
TXN_00000206,2920,68.6143455670673,7,3,3.8264176852319043,electronics,0
TXN_00000207,4737,661.7788756920959,4,5,9.54920599792149,grocery,0
TXN_00000208,1803,442.7846000734791,21,4,1.751275058956113,luxury,0
TXN_00000209,4062,3202.6978538842936,13,5,2.6695778841868276,electronics,0
TXN_00000210,3370,1556.0683969395684,23,0,2.468512764254462,fuel,0
TXN_00000211,263,1941.8565918922516,5,3,2.0211138475617045,luxury,0
TXN_00000212,624,213.31263214806336,19,0,3.161040867477433,electronics,0
TXN_00000213,1017,48.993640443879436,20,6,6.998688348779228,restaurant,0
TXN_00000214,3644,1427.900975951235,17,0,2.533692171927596,grocery,0
TXN_00000215,4977,738.2341611681783,22,2,26.976414026519354,grocery,0
TXN_00000216,2050,2431.942838189489,23,5,3.086749329772488,grocery,0
TXN_00000217,3724,1791.8121370292229,3,0,2.152025643614219,restaurant,0
TXN_00000218,4549,4406.802495051361,0,0,25.483514196233685,electronics,0
TXN_00000219,3109,4558.7467981758655,10,1,8.102405295003386,grocery,0
TXN_00000220,4091,1925.7824963163955,14,3,4.995706649535863,restaurant,0
TXN_00000221,2057,5932.835528438276,23,4,1.6027666953594233,fuel,0
TXN_00000222,3171,6751.752796267554,22,0,5.890509286091107,grocery,0
TXN_00000223,1683,700.4884300209667,10,5,1.6243901204259688,fuel,0
TXN_00000224,2256,9485.166738786982,21,4,10.813048648361764,grocery,0
TXN_00000225,1155,10658.861222132537,0,4,1.116098622070451,grocery,0
TXN_00000226,4500,167.92811845736136,5,6,5.6305966047845555,grocery,0
TXN_00000227,3192,5.920530528791699,16,0,12.87874909641212,restaurant,0
TXN_00000228,1697,150.96417938692886,0,5,10.301271098759756,luxury,1
TXN_00000229,3992,1075.6561087138605,15,2,1.8034548433927982,grocery,0
TXN_00000230,4724,4126.312429736661,23,2,5.701062173903181,restaurant,0
TXN_00000231,4683,1755.7834005483576,6,5,19.181187489882834,restaurant,0
TXN_00000232,1649,878.3933717780392,19,5,5.525357886684823,grocery,0
TXN_00000233,1446,141.43853358668915,11,0,0.5043510264257892,restaurant,0
TXN_00000234,4200,1259.8148109101755,15,1,13.931239102421783,grocery,0
TXN_00000235,3924,92.08275323613458,7,6,6.603824581986803,fuel,0
TXN_00000236,254,474.0410442164046,3,1,7.796161305502272,grocery,0
TXN_00000237,3184,5274.207693915611,20,4,4.731465827552249,grocery,0
TXN_00000238,2558,3584.7817851629793,13,4,1.5732641641140177,grocery,0
TXN_00000239,99,13631.245239513642,21,6,1.5769357951693088,grocery,0
TXN_00000240,2201,5620.779323441297,22,4,0.8011917830102511,restaurant,0
TXN_00000241,2962,4839.9529039441,8,2,6.957993422953781,electronics,0
TXN_00000242,4974,480.1549467916879,18,6,2.4708949933294244,electronics,0
TXN_00000243,4434,2612.6198692314706,14,3,29.83521738085391,electronics,0
TXN_00000244,3778,2294.069244981229,6,0,11.383468853200348,restaurant,0
TXN_00000245,2870,6249.825581921744,12,4,4.235658383299266,grocery,0
TXN_00000246,3235,3796.920686129355,0,3,2.383174655183383,electronics,0
TXN_00000247,3792,3726.2010802382033,8,6,10.881658469775287,grocery,0
TXN_00000248,957,981.6358733167285,7,6,1.2973056809994459,electronics,0
TXN_00000249,4068,332.15653073393753,4,1,15.820892682704482,fuel,0
TXN_00000250,161,1151.3440334272739,20,6,13.382796995387421,fuel,0
TXN_00000251,4494,584.349411158233,15,2,0.9263468651882705,electronics,0
TXN_00000252,1301,3252.131214562805,8,6,1.4762408183647755,electronics,0
TXN_00000253,4912,1537.3058395847575,19,6,10.382285031508605,grocery,0
TXN_00000254,3988,660.7853597766469,0,1,3.8795602703325467,fuel,0
TXN_00000255,1528,2682.2449800257464,20,4,12.383799482281232,grocery,0
TXN_00000256,1219,178.99872506558674,14,2,1.0268321109499254,grocery,0
TXN_00000257,4497,6247.579200492566,7,1,21.523804152084985,grocery,0
TXN_00000258,4736,2158.7302474603125,1,2,19.538855641176898,electronics,0
TXN_00000259,3105,1545.0464561165043,4,5,7.0162043050677205,grocery,0
TXN_00000260,2736,716.226436945806,18,1,16.81239197174866,grocery,0
TXN_00000261,4556,1984.5951830633198,8,3,3.82193702503687,grocery,0
TXN_00000262,955,846.2741058081732,3,1,0.18891894521237196,grocery,0
TXN_00000263,4566,1254.3659548027092,11,6,0.6759403054842278,grocery,0
TXN_00000264,3447,5485.347146199695,20,3,7.1039873574541845,grocery,0
TXN_00000265,1046,539.6222609525472,3,2,1.5280975698966524,grocery,0
TXN_00000266,1694,1069.4059989258876,21,1,13.492305923736167,restaurant,0
TXN_00000267,3437,2666.6381749020375,12,5,3.8423168994237624,electronics,0
TXN_00000268,563,3225.421486501326,14,6,10.562149312037869,restaurant,0
TXN_00000269,2486,305.1857969380735,22,1,21.054697289915755,grocery,0
TXN_00000270,3355,6881.4669281737,15,4,3.8164300460039158,grocery,0
TXN_00000271,226,68.61572443278267,15,1,16.451783342601633,restaurant,0
TXN_00000272,4894,173.10182161525194,16,3,4.365803744222821,grocery,0
TXN_00000273,960,3589.7397554174604,17,3,14.231190381405048,electronics,0
TXN_00000274,4549,3690.273502266173,2,2,8.9147879267969,grocery,0
TXN_00000275,3068,2742.206394022079,5,1,14.888799615348033,restaurant,0
TXN_00000276,816,1843.573857840664,7,2,0.26026715578922643,grocery,0
TXN_00000277,4755,851.4321170248758,23,0,5.512862829201685,fuel,0
TXN_00000278,4643,4581.195381268937,1,0,0.8818149898197399,restaurant,0
TXN_00000279,3121,2999.578816049724,12,3,20.809259305156644,grocery,0
TXN_00000280,17,8609.017117069066,10,3,21.34851411887,grocery,0
TXN_00000281,1244,1514.2905851385444,21,6,6.276502236510092,grocery,0
TXN_00000282,2206,1589.6862920331232,12,3,3.4153203575584605,electronics,0
TXN_00000283,2525,3918.2054419477527,18,6,1.013319257452838,grocery,0
TXN_00000284,1070,12422.100827431508,18,6,13.232664733429717,grocery,0
TXN_00000285,3445,5668.201449752687,22,6,7.1939963411666765,grocery,0
TXN_00000286,2566,882.6987467154493,22,4,4.921047514333498,luxury,0
TXN_00000287,1061,7677.079476679073,22,1,18.498669727016267,grocery,0
TXN_00000288,2328,551.5183394220884,3,1,14.312729380105464,fuel,0
TXN_00000289,3421,1368.0579924853384,4,4,54.71220952017464,grocery,0
TXN_00000290,302,5449.589836478425,3,0,8.75539107979498,grocery,0
TXN_00000291,4277,940.1752374037442,11,6,0.7777614423134777,fuel,0
TXN_00000292,607,1085.5611621451956,9,2,2.1118396186836144,grocery,0
TXN_00000293,3171,13131.445919404774,23,1,12.363991047200853,restaurant,0
TXN_00000294,700,1499.2344262611543,2,0,6.829073638969005,grocery,0
TXN_00000295,1140,7365.164010272184,5,3,32.76488465783027,restaurant,0
TXN_00000296,191,800.620083720424,10,4,4.531575627427764,grocery,0
TXN_00000297,2301,1737.0047722587733,17,3,0.8841505126538791,fuel,0
TXN_00000298,981,1206.1751943467452,4,3,12.197802666747839,restaurant,0
TXN_00000299,2976,2076.2942677498313,13,3,2.0843533895250674,electronics,0
TXN_00000300,1185,5716.957901584277,1,2,15.569301179157993,fuel,0
TXN_00000301,3328,11742.928124348557,14,6,4.166957351512522,grocery,0
TXN_00000302,3395,1738.2042738918044,10,1,5.181458180565092,grocery,0
TXN_00000303,128,481.0273296768666,15,4,10.604183333820632,electronics,0
TXN_00000304,2066,129.48804812476476,0,2,10.377843926677322,restaurant,0
TXN_00000305,1817,434.4696135754469,2,6,4.141979852767505,electronics,0
TXN_00000306,570,3430.5772453306354,13,1,4.533150708547418,fuel,0
TXN_00000307,1896,2255.4508332083938,19,0,3.7519692533004454,restaurant,0
TXN_00000308,2734,3453.646276235537,22,3,6.288248823047155,grocery,0
TXN_00000309,3864,7696.319522564096,13,0,12.494755608673659,electronics,0
TXN_00000310,4722,3067.4671264227522,17,5,15.03175506887368,electronics,0
TXN_00000311,4015,3757.630114297847,2,4,0.30360331230942433,grocery,0
TXN_00000312,2902,1392.8050324376516,21,1,2.231628870881794,grocery,0
TXN_00000313,1687,1790.1308909656489,17,0,12.563874844443573,electronics,0
TXN_00000314,3010,4333.073683572606,14,3,2.8117923058209757,fuel,0
TXN_00000315,155,2547.650341367638,2,1,4.883577963243215,luxury,1
TXN_00000316,2538,1916.9797308778698,14,0,10.791797205093232,grocery,0
TXN_00000317,1410,624.9977179943968,14,2,5.415682002834726,electronics,0
TXN_00000318,4058,2308.495433581869,20,3,9.096213309353123,fuel,0
TXN_00000319,785,860.1642523413934,3,2,12.88422741811667,restaurant,0
TXN_00000320,3176,2230.351947538769,10,5,3.20797259115429,fuel,0
TXN_00000321,4342,1558.5386156492275,20,0,16.543997363238546,restaurant,0
TXN_00000322,2807,268.1909861231873,7,4,0.21249375414639185,restaurant,0
TXN_00000323,538,4864.821237891626,4,0,0.1705983279729156,restaurant,0
TXN_00000324,1842,2176.5975618534135,19,3,10.934760306038363,restaurant,0
TXN_00000325,2456,5831.268286235129,14,0,2.809549236630001,grocery,0
TXN_00000326,525,6543.0826592319145,10,4,25.186747122947622,electronics,0
TXN_00000327,2951,1822.3472174295684,21,1,14.053707057875021,luxury,0
TXN_00000328,4132,2833.4053323300677,15,1,10.250953552575833,electronics,0
TXN_00000329,4781,5643.646074714641,21,6,8.178810975741742,grocery,0
TXN_00000330,4116,2849.796068313947,4,3,2.1847776212510928,electronics,0
TXN_00000331,2369,699.0734788639691,12,6,10.440179903529742,grocery,0
TXN_00000332,3848,747.6291439938497,18,4,3.198087182498696,restaurant,0
TXN_00000333,4496,1357.0112029272223,13,4,3.295214839365608,grocery,0
TXN_00000334,2702,96.00866381012192,12,4,8.152731604524368,electronics,0
TXN_00000335,972,1158.9869824643886,3,3,2.6982242161020267,electronics,0
TXN_00000336,1167,387.42598579952164,10,1,4.338158860814307,grocery,0
TXN_00000337,4930,4388.207795679048,5,6,10.435097886593294,grocery,0
TXN_00000338,2775,3810.675599648975,0,6,13.999840506151758,fuel,0
TXN_00000339,1983,481.2971218667185,21,1,29.2994854957864,restaurant,0
TXN_00000340,854,837.5337199235056,21,5,8.50647849958116,grocery,0
TXN_00000341,4147,2109.6207587333893,15,3,18.552318343232702,restaurant,0
TXN_00000342,3737,717.1320594785542,23,4,0.6317549417725897,grocery,0
TXN_00000343,3770,142.86792468903917,7,1,2.713021742423604,restaurant,0
TXN_00000344,575,3624.0358033952143,5,3,23.129871278118348,grocery,0
TXN_00000345,3262,238.86645760944998,10,3,1.9519952381634147,grocery,0
TXN_00000346,1149,2831.2410094295033,19,5,14.649503575229696,fuel,0
TXN_00000347,1716,405.867440445254,5,1,0.6814147746075773,grocery,0
TXN_00000348,4778,19.26741060386165,23,5,2.2303878533899635,electronics,0
TXN_00000349,4934,2066.687487127404,4,2,23.64486881864233,luxury,0
TXN_00000350,3855,837.5431399382871,15,6,2.668860098953237,fuel,0
TXN_00000351,2492,348.3663447171911,21,6,9.934953285354316,electronics,0
TXN_00000352,2661,2887.7438389450926,8,5,26.7924210382992,grocery,0
TXN_00000353,3125,2583.0288288302163,4,1,21.92172557443983,restaurant,0
TXN_00000354,3052,1324.9449504064207,15,6,30.978652334737973,grocery,0
TXN_00000355,5,231.9242314007803,20,1,7.473451568944124,grocery,0
TXN_00000356,4870,1567.6729264530127,7,4,6.673239222690315,fuel,0
TXN_00000357,877,275.0018808525451,17,5,3.8874504173129476,electronics,0
TXN_00000358,992,12935.090352268835,17,3,7.1741437467440194,restaurant,0
TXN_00000359,4143,668.767802029979,3,2,3.7908930505200686,electronics,0
TXN_00000360,4365,7.771141455321567,5,0,1.6368575678685968,grocery,0
TXN_00000361,4466,621.2454688480121,13,3,6.121247610207932,restaurant,0
TXN_00000362,636,2416.5991319412306,22,0,24.713128550309936,restaurant,0
TXN_00000363,1694,9371.263765106465,16,4,7.651039171647641,electronics,0
TXN_00000364,1683,1863.3431883177298,16,0,10.14996422098546,grocery,0
TXN_00000365,4753,1472.2864175584232,11,5,0.5165981959449639,restaurant,0
TXN_00000366,120,12151.927905928387,7,4,22.857659685794825,grocery,0
TXN_00000367,831,450.7190523285498,15,4,4.52562067388326,fuel,0
